retailer_name,retailer_lat,retailer_long,retailer_category,ride_type,retailer_product_name,retailer_product_target_age,retailer_product_target_gender,retailer_product_discount
Block 6 - Gulshan-e-Iqbal - Karachi,24.9244,67.0982,,,,,,
Shahrah-e-Quaideen - Karachi,24.8668,67.0541,,,,,,
30th Street - Karachi,24.7877,67.0575,,,,,,
Khayaban-e-Badar - Karachi - Karachi,24.8037,67.0532,,,,,,
Khayaban-e-Abbasi - Karachi,24.8237,67.0767,,,,,,
6th Street North,24.9499,67.059,,,,,,
Nina aunty's house - Near Aaa,24.8755,67.0817,,,,,,
Jehanzeb's house,24.7833,67.0535,,,,,,
Shambhu Nath Street - Karachi,24.8601,67.0256,,,,,,
Careem Engineering Office - Dilkusha Forum - Tariq Road - Karachi,24.8784,67.0646,,,,,,
30th Street - Karachi,24.787,67.057,,,,,,
Marriott Hotel - Abdullah Haroon Road - Civil Lines - Karachi,24.8459,67.0317,,,,,,
Hotel Country Inn - Jamshed Town - Karachi - Sindh,24.8605,67.0679,,,,,,
K-Electric Head Office - Sunset Commercial Street #1 - Defence Housing Authority - Karachi - Sindh,24.8288,67.0524,,,,,,
Al-Ahram Square - Karachi,24.9342,67.0475,,,,,,
Shaheed-e-Millat Expressway - Karachi,24.8795,67.0654,,,,,,
Elaaj Trust - Korangi Road Khayaban-e-Ittehad Intersection - Karachi,24.8339,67.0733,,,,,,
Arena Club - Karsaz Road - PNS Jauhar - Karachi,24.8873,67.0896,,,,,,
Daewoo City Terminal Pickup Point - M. A. Jinnah Road - Saddar Town - Karachi - Sindh,24.869,67.0317,,,,,,
Rashid Minhas Road - Karachi,24.9077,67.1106,,,,,,
Shabs Men Salon - Gulshan-e-Iqbal - Karachi - Sindh,24.9296,67.0932,,,,,,
MCB Bank - Gari Khata - M.A. Jinnah Road - Karachi,24.8562,67.0096,,,,,,
???? ???? ???? ??? - Karachi,24.9116,67.0997,,,,,,
Minhaj Ghori Road - Karachi,24.9145,67.0335,,,,,,
Spicy Tonight - Shahrah-e-Jahangir - North Nazimabad - Karachi - Sindh,24.9388,67.0521,,,,,,
Shahrah-e-Jahangir - Karachi,24.9404,67.0484,,,,,,
Asma's Montessori Campus - Defence Housing Authority - Karachi - Sindh,24.8014,67.0735,,,,,,
Abul Hasan Isphahani Road - Karachi,24.9461,67.0968,,,,,,
Khayaban-e-Nishat - Karachi,24.8004,67.0695,,,,,,
Beaconhouse School System Gulshan Middle II - Gulshan-e-Iqbal - Karachi - Sindh,24.9298,67.108,,,,,,
New York Coffee SMCHS - North Nazimabad - Karachi - Sindh,24.8635,67.0551,,,,,,
29th Street - Karachi,24.788,67.0579,,,,,,
Daewoo City Terminal Pickup Point - M. A. Jinnah Road - Saddar Town - Karachi - Sindh,24.869,67.0319,,,,,,
Aqeel Park - Nazimabad - Karachi - Sindh,24.9131,67.024,,,,,,
block-7 - Karachi,24.8288,67.022,,,,,,
Institute of Business Management - IoBM - Karachi,24.8125,67.1169,,,,,,
JAMIA MASJID NOOR ( AHLE SUNNAT ) - Shah Faisal Colony - Karachi - Sindh,24.882,67.1523,,,,,,
Mahmoodabad Road - Karachi,24.8638,67.085,,,,,,
JAMIA MASJID NOOR ( AHLE SUNNAT ) - Shah Faisal Colony - Karachi - Sindh,24.8819,67.1523,,,,,,
Water Pump (Ibrahim Hyderi) - Korangi - Karachi - Sindh,24.8011,67.1352,,,,,,
AKU Amir Kanji Garden - Gulshan-e-Iqbal - Karachi - Sindh,24.8916,67.0757,,,,,,
"Dolmen Mall Clifton, - Sindh",24.8024,67.0296,,,,,,
Careem Engineering Office - Dilkusha Forum - Tariq Road - Karachi,24.8789,67.0644,,,,,,
H B L Bank - Gulshan-e-Iqbal - Karachi - Sindh,24.9434,67.0956,,,,,,
AKU Amir Kanji Garden - Gulshan-e-Iqbal - Karachi - Sindh,24.8916,67.0763,,,,,,
Minhaj Ghori Road - Karachi,24.9131,67.0324,,,,,,
Steep Hill Drive - Karachi,24.9264,67.1303,,,,,,
Cafe Zero Degree - Khayaban-e-Seher - Defence Housing Authority - Karachi - Sindh,24.7938,67.049,,,,,,
"Careem Fleet Office, Karachi - Careem Karachi Office - 11th Jami Street Commercial - Jami Commercial Area - DHA 7 - Karachi",24.8302,67.073,,,,,,
Hill Park General Hospital - Jamshed Town - Karachi - Sindh,24.8741,67.074,,,,,,
Steep Hill Drive - Karachi,24.9264,67.1302,,,,,,
???? ???? ???? ??? - Karachi,24.911,67.1004,,,,,,
Lyari Expressway - Karachi,24.9318,67.092,,,,,,
ePlanet Communications Inc - Jamshed Town - Karachi - Sindh,24.8775,67.0684,,,,,,
Nandos - Khayaban-e-Sehar - DHA Phase 6 - Karachi,24.7948,67.0498,,,,,,
Street 5 - Karachi,24.7986,67.0444,,,,,,
"BBQ Tonight - Boat Basin, Clifton, Block 5 - Karachi",24.8161,67.0211,,,,,,
R-214 - Sector 14-B - Shadman Town - Karachi,24.9627,67.0549,,,,,,
Creek Lane Number 2 - Karachi,24.8039,67.0758,,,,,,
PHA Apartments - Gulistan-e-Johar - Karachi - Sindh,24.9216,67.1436,,,,,,
K&N's Chicken Store - Soldier Bazaar - Jamshed Town - Karachi - Sindh,24.8761,67.033,,,,,,
Airport Link Road - Karachi,24.8979,67.1605,,,,,,
Tavern Grill - Jamshed Town - Karachi - Sindh,24.8795,67.0647,,,,,,
Omar-E-Khayyam Road - Karachi,24.9338,67.0505,,,,,,
A.Sattar - 19th Lane - Defence Housing Authority - Karachi - Sindh,24.8279,67.0684,,,,,,
Aga Khan University Hospital - Stadium Road - Gulshan-e-Iqbal - Karachi - Sindh,24.8918,67.0749,,,,,,
A.Sattar - 19th Lane - Defence Housing Authority - Karachi - Sindh,24.8279,67.0682,,,,,,
Greenwich University - DHA Phase 6 - Karachi,24.7876,67.0503,,,,,,
Papasitos Pizza Co. - Lane 1 - Defence Housing Authority - Karachi - Sindh,24.81,67.0705,,,,,,
Pizza Max - Jamshed Town - Karachi - Sindh,24.8842,67.0287,,,,,,
14th Street,24.8649,67.0916,,,,,,
Bismillah Taqee Hospital - Jamshed Town - Karachi - Sindh,24.8603,67.0826,,,,,,
President Apartments - Sunny Side Road - Saddar Town - Karachi - Sindh,24.8419,67.0348,,,,,,
CGI Pakistan - Gulshan-e-Iqbal - Karachi - Sindh,24.9544,67.1172,,,,,,
Rae Avenue - Karachi,24.9015,67.0817,,,,,,
R-214 - Sector 14-B - Shadman Town - Karachi,24.9627,67.055,,,,,,
JAMIA MASJID NOOR ( AHLE SUNNAT ) - Shah Faisal Colony - Karachi - Sindh,24.882,67.1524,,,,,,
Dehli Saudagar Road No. 4 - Karachi,24.8774,67.0651,,,,,,
Sardar Ali Sabri Road - Karachi,24.9255,67.0844,,,,,,
"Home - Near Home - Block 1, Gulshan-e-Kaneez Fatima Society - Karachi - Sindh",24.9502,67.1113,,,,,,
Kawish Crown Plaza - Shahrah-e-Faisal Service Road South - Jamshed Town - Karachi - Sindh,24.8651,67.0789,,,,,,
Shaheen Complex - I. I. Chundrigar Road - Karachi,24.851,67.0191,,,,,,
McDonalds - McDonald's Caltex - Korangi Road - DHA Phase 1 - Karachi,24.8408,67.0606,,,,,,
Tavern Grill - Jamshed Town - Karachi - Sindh,24.8796,67.0646,,,,,,
Sharah-e-Humayun - Karachi,24.9334,67.0345,,,,,,
5th Street - Karachi,24.8151,67.0595,,,,,,
Alfalah Road - Karachi,24.938,67.0457,,,,,,
HUM TV - Saddar Town - Karachi - Sindh,24.8503,67.0176,,,,,,
Bank Road - Karachi,24.8215,67.034,,,,,,
Shalimar Estate Apartments - Block 5 - Clifton - Karachi,24.8162,67.029,,,,,,
"Careem Fleet Office, Karachi - Careem Karachi Office - 11th Jami Street Commercial - Jami Commercial Area - DHA 7 - Karachi",24.83,67.0726,,,,,,
Rasheedsons Uniform Co. - Gulberg - Karachi - Sindh,24.9172,67.0548,,,,,,
Frere Police Station Road - Karachi,24.8372,67.0342,,,,,,
Subway - Defence Housing Authority - Karachi - Sindh,24.8082,67.0615,,,,,,
Home,24.8463,67.037,,,,,,
Techno Universal Road - Karachi,24.9254,67.0339,,,,,,
Chowk - Near Careem Engineering Office - Dilkusha Forum - Tariq Road - Karachi,24.8792,67.0647,,,,,,
Burger King - Sea View Road - Clifton - Karachi,24.7996,67.0351,,,,,,
Sui Southern Gas Company Ltd. - Service Road - Gulshan-e-Iqbal - Karachi - Sindh,24.899,67.0752,,,,,,
Dunkin Donuts . - Defence Housing Authority - Karachi - Sindh,24.7793,67.0894,,,,,,
Askari Bank - Sindh Industrial Trading Estate - Karachi - Sindh,24.8983,66.9958,,,,,,
Ghous-Ul-Azam Mosque - Bufferzone - Karachi - Sindh,24.9543,67.0659,,,,,,
Dilkash Palace - Shahrah-e-Pakistan Road - Salimabad Colony - Karachi,24.9304,67.0681,,,,,,
"Nandos - Ghulam Ali Memon Road - Block A, SMCHS - Karachi",24.8624,67.0553,,,,,,
Hyder's - Jamshed Town - Karachi - Sindh,24.8629,67.0548,,,,,,
Rizwan football club park - Gulberg - Karachi - Sindh,24.9317,67.0742,,,,,,
"MCB Bank - Khayaban-e-Rahat Lane-3 - Phase-VI, DHA - Karachi",24.8093,67.0691,,,,,,
Jami Staff Lane 2 - Karachi,24.8299,67.0645,,,,,,
"Careem Fleet Office, Karachi - Careem Karachi Office - 11th Jami Street Commercial - Jami Commercial Area - DHA 7 - Karachi",24.8298,67.0733,,,,,,
SZABIST - Shahrah-e-Iran Road - Clifton - Karachi,24.8201,67.0311,,,,,,
Chowk - Near Careem Engineering Office - Dilkusha Forum - Tariq Road - Karachi,24.8793,67.0647,,,,,,
Labbaik Marriage Hall - Liaqatabad Flyover Road - Hussainabad - Karachi,24.9189,67.0546,,,,,,
Ayesha Manzil Chowrangi - Shahrah-e-Pakistan - Gulberg - Karachi - Sindh,24.9273,67.0645,,,,,,
C-25 Shahrah-e-Jahangir - Karachi 74700 - Karachi,24.9438,67.0469,,,,,,
Draju Collegiate - Gulistan-e-Johar - Karachi - Sindh,24.9144,67.1323,,,,,,
Draju Collegiate - Gulistan-e-Johar - Karachi - Sindh,24.9144,67.1322,,,,,,
Pizza Hut - Zamzama Boulevard - DHA Phase 5 - Karachi,24.8179,67.0395,,,,,,
SHAITAN CHOWK - North Nazimabad - Karachi - Sindh,24.9326,67.0328,,,,,,
Chowk - Near Careem Engineering Office - Dilkusha Forum - Tariq Road - Karachi,24.8794,67.0648,,,,,,
Careem Engineering Office - Dilkusha Forum - Tariq Road - Karachi,24.8786,67.0646,,,,,,
Johar Mor Road Service Lane - Karachi,24.9106,67.1232,,,,,,
Sir Shah Muhammad Suleman Road - Karachi,24.8925,67.081,,,,,,
31st Street - Karachi,24.7899,67.0516,,,,,,
Xanders - E Street - Block 4 Clifton - Karachi,24.804,67.0327,,,,,,
Rado Bakery - Johar Mor Service Lane - Gulistan-e-Johar - Karachi - Sindh,24.9164,67.1306,,,,,,
PAF Falcon Housing Complex - Malir Link to Super Highway - Malir cantt - Karachi,24.9539,67.1827,,,,,,
Dental College N Block - Karachi,24.9424,67.0612,,,,,,
Haroon Royal City - Gulistan-e-Johar - Karachi - Sindh,24.9131,67.1213,,,,,,
Tavern Grill - Jamshed Town - Karachi - Sindh,24.8795,67.0646,,,,,,
11th Street - Karachi,24.8077,67.0583,,,,,,
National University Of Computer & Emerging Sciences - N-5 - Shah Latif Town - Karachi - Sindh,24.857,67.2649,,,,,,
Hotel One - Clifton - Clifton - - Sindh,24.805,67.0312,,,,,,
Usman Gardens - Gulistan-e-Johar - Karachi - Sindh,24.9138,67.1281,,,,,,
Pehlwan Goth Road - Karachi,24.9394,67.1595,,,,,,
Khayaban-e-Abbasi - Karachi,24.8238,67.0768,,,,,,
H B L Bank - Gulshan-e-Iqbal - Karachi - Sindh,24.9436,67.0959,,,,,,
Papasitos Pizza Co. - Lane 1 - Defence Housing Authority - Karachi - Sindh,24.81,67.0707,,,,,,
"Careem Fleet Office, Karachi - Careem Karachi Office - 11th Jami Street Commercial - Jami Commercial Area - DHA 7 - Karachi",24.8293,67.0729,,,,,,
Jinnah International Airport (International Arrival) - Airport - Airport Avenue - Short Stay - Karachi,24.9,67.1682,,,,,,
Nawab Siddique Ali Khan Road - Karachi,24.9127,67.0319,,,,,,
National University Of Computer & Emerging Sciences - N-5 - Shah Latif Town - Karachi - Sindh,24.8569,67.2647,,,,,,
Elaaj Trust - Korangi Road Khayaban-e-Ittehad Intersection - Karachi,24.8337,67.0733,,,,,,
Awami Markaz Bus Stop - PAF Museum Road - Karachi - Sindh,24.8711,67.0901,,,,,,
Draju Collegiate - Gulistan-e-Johar - Karachi - Sindh,24.9143,67.1321,,,,,,
Damascus Restaurant - Clifton Underpass Road - Clifton - Karachi,24.8259,67.0357,,,,,,
Sharah-e-Humayun - Karachi,24.9334,67.0344,,,,,,
Hotel One - Clifton - Clifton - - Sindh,24.8049,67.0312,,,,,,
Aptech - Shahrah-e-Faisal Road - P.E.C.H.S - Karachi,24.8633,67.0742,,,,,,
Chowk - Near Careem Engineering Office - Dilkusha Forum - Tariq Road - Karachi,24.8794,67.0647,,,,,,
Sunset Commercial Street #1,24.8281,67.0544,,,,,,
The Place - Nueplex Cinemas - Khayaban-e-Shaheen - Defence Housing Authority - Karachi - Sindh,24.7794,67.0896,,,,,,
The Place - Nueplex Cinemas - Khayaban-e-Shaheen - Defence Housing Authority - Karachi - Sindh,24.7795,67.0893,,,,,,
Fatima Jinnah Road,24.8466,67.0346,,,,,,
Rufi Heaven - Gulshan-e-Iqbal - Karachi - Sindh,24.9113,67.0762,,,,,,
Saba Avenue - Karachi,24.7869,67.0569,,,,,,
Olympian Islahuddin Road - Karachi,24.9292,67.0973,,,,,,
Khayaban-e-Abbasi - Karachi,24.824,67.0768,,,,,,
"Cafe Aylanto - Saba Avenue - Block 4, Clifton - Karachi",24.8043,67.0308,,,,,,
Dr. Ziauddin Hospital - Keamari Town - Karachi - Sindh,24.8171,67.0074,,,,,,
Sadabahar Lawn - Alamgir Road - Bahdurabad - Karachi,24.8239,67.0352,,,,,,
Premier Maqam(Place),24.9346,67.0491,,,,,,
Choudary Rehmat Ali Road - Karachi,24.8547,67.0585,,,,,,
A-One Snacks 2 - South Park Avenue - Defence Housing Authority - Karachi - Sindh,24.8318,67.0684,,,,,,
Honda Drive In Showroom - Karachi - Sindh,24.9033,67.114,,,,,,
DJ Sindh Govt. Science College - Doctor Ziauddin Ahmed Road - Saddar Town - Karachi - Sindh,24.8535,67.0145,,,,,,
Hina Khan Studio Bukhari Branch - Lane Number 10 - Defence Housing Authority - Karachi - Sindh,24.7925,67.0654,,,,,,
Malir Cantt. Road - Karachi,24.9324,67.1877,,,,,,
Paposh Nagar - Nazimabad - Karachi - Sindh,24.9231,67.0204,,,,,,
Khayaban-e-Abbasi - Karachi,24.8239,67.0765,,,,,,
Cinepax City Auditorium - Shahrah-e-Pakistan - Gulberg - Karachi - Sindh,24.9297,67.0683,,,,,,
Nehr-e-Khayyam Street - Karachi,24.825,67.0273,,,,,,
East Avenue - DHA Phase 1 - Karachi,24.8423,67.0657,,,,,,
Commercial Avenue - Karachi,24.8282,67.0525,,,,,,
Qatar Airways - Shahrah-e-Faisal - Karachi - Sindh,24.8574,67.0443,,,,,,
Sea View Road - Karachi,24.7891,67.0445,,,,,,
foodpanda - Defence Housing Authority - Karachi - Sindh,24.8073,67.0411,,,,,,
Sattar Buksh - Clifton - Karachi - Sindh,24.8095,67.0317,restaurants,Business,All offerings,30-50,Male,0.15
Careem Engineering Office - Dilkusha Forum - Tariq Road - Karachi,24.8784,67.0645,,,,,,
13th Street North - Karachi,24.9478,67.0629,,,,,,
??? ???? ???? - Gulistan-e-Johar - Karachi - Sindh,24.9225,67.1449,,,,,,
Shoaib Plaza - Gulshan-e-Iqbal - Karachi,24.9237,67.0835,,,,,,
Arizona Grill - North Karachi - Karachi,24.9355,67.0405,,,,,,
Hardee's - Khayaban-e-Shahbaz - Defence Housing Authority - Karachi - Sindh,24.7944,67.0484,,,,,,
Institute of Business Management - Korangi - Karachi - Sindh,24.8125,67.1168,,,,,,
"Nandos - Ghulam Ali Memon Road - Block A, SMCHS - Karachi",24.8626,67.0549,,,,,,
Dawood Center - Mount Khan Road - Saddar Town - Karachi - Sindh,24.8461,67.0233,,,,,,
Mezan Bank - Saba Avenue - Defence Housing Authority - Karachi - Sindh,24.7862,67.0575,,,,,,
Sunset Commercial Street # 1 - Karachi,24.8294,67.0656,,,,,,
Faiz Muhammad Road - Karachi,24.925,67.1251,,,,,,
Khayban-e-Bedil - Karachi,24.816,67.0059,,,,,,
Sharah-e-Humayun - Karachi,24.9333,67.0344,,,,,,
"House no. C63, KDA Scheme 1, Tipu Sultan Road, Karsaz, Karachi, Pakistan",24.8802,67.0889,,,,,,
Lane 1 - Karachi,24.7936,67.0622,,,,,,
Arshi Shopping Centre - Gulberg - Karachi - Sindh,24.9286,67.0662,,,,,,
Awaam Gah - Defence Housing Authority - Karachi - Sindh,24.8016,67.0733,,,,,,
??? - Near Choti Masjid - Delhi Colony - Karachi - Sindh,24.8324,67.0416,,,,,,
"Nandos - Ghulam Ali Memon Road - Block A, SMCHS - Karachi",24.8626,67.055,,,,,,
Wallace Road,24.8477,67.0049,,,,,,
Jinnah Avenue - Karachi,24.912,67.1982,,,,,,
Home - Near home Near - Al-Rehman Grammar School - North Karachi Township - Karachi - Sindh,25.0034,67.0578,,,,,,
Khayaban-e-Jami - DHA Phase 7 - Karachi,24.8306,67.0712,,,,,,
Happy Home School - Shaheed-e-Millat Rd - Jamshed Town - Karachi - Sindh,24.8828,67.0585,,,,,,
Roadside Cafe - Clifton - Karachi - Sindh,24.8249,67.0272,,,,,,
Shahrah Noor Jahan - Karachi,24.966,67.0504,,,,,,
Rojhan Street - Karachi,24.8158,67.0222,,,,,,
Hotel Mehran - Abdullah Haroon Road - Karachi,24.8519,67.0338,,,,,,
Avari Towers - Zaibunnisa Street - Karachi,24.8519,67.0319,,,,,,
Ibn-e-Qasim Park Road - Karachi,24.807,67.0308,,,,,,
Asma's Montessori Campus - Defence Housing Authority - Karachi - Sindh,24.8016,67.0733,,,,,,
block-7 - Karachi,24.8289,67.0219,,,,,,
GHAR - Near HOME - Minto Pan Shop - North Nazimabad - Karachi - Sindh,24.9449,67.0412,,,,,,
"MCB Bank - Khayaban-e-Rahat Lane-3 - Phase-VI, DHA - Karachi",24.8092,67.0693,,,,,,
Chowk - Near Careem Engineering Office - Dilkusha Forum - Tariq Road - Karachi,24.8792,67.0651,,,,,,
Dolmen Mall - Tariq Road - - Karachi,24.8769,67.0628,,,,,,
Shahrah-e-Jahangir - Karachi,24.9278,67.0637,,,,,,
ICIL HEAD OFFICE - Ittehad Lane 6 - Defence Housing Authority - Karachi - Sindh,24.8025,67.0742,,,,,,
10th Zamzama Commercial Lane - 10th Zamzama Commercial Lane - Gizri - Karachi - Sindh,24.8192,67.0396,,,,,,
Shaheed Sibghatullah Shah Pagara Road - Karachi,24.8924,67.0749,,,,,,
Dolmen Mall - Tariq Road - - Karachi,24.8767,67.0628,,,,,,
Shaheed-e-Millat Expressway - Karachi,24.8794,67.0648,,,,,,
Burger King - Sea View Road - Clifton - Karachi,24.7996,67.0349,,,,,,
Service Road - Karachi,24.9204,67.0551,,,,,,
Burj Bank - Jamshed Town - Karachi - Sindh,24.878,67.0687,,,,,,
Silver Street - Karachi,24.8823,67.0299,,,,,,
Hasan Lodge - Shahrah-e-Pakistan - Federal B Area - Karachi - Sindh,24.9294,67.0671,,,,,,
Saba Avenue - Karachi,24.9095,67.0772,,,,,,
Hussainbad - Karachi,24.9197,67.0607,,,,,,
Islamic Institute for Education - Jamshed Town - Karachi - Sindh,24.8795,67.0387,,,,,,
Techno Universal Road - Karachi,24.9256,67.0338,,,,,,
Lane 1 - Karachi,24.7937,67.0622,,,,,,
Careem Engineering Office - Dilkusha Forum - Tariq Road - Karachi,24.8788,67.0645,,,,,,
Allama Shabbir Ahmed Usmani Road - Karachi,24.9282,67.0947,,,,,,
Service Road - Karachi,24.9207,67.0554,,,,,,
German Street - Karachi,24.8793,67.0358,,,,,,
German Street - Karachi,24.8792,67.0358,,,,,,
Sector 15-A/1 - Karachi,24.9536,67.0665,,,,,,
TCS Express & Logistics (TCS Private Limited) - Airport Road - Shah Faisal Colony - Karachi - Sindh,24.8951,67.1566,,,,,,
Rizwan Society Road - Karachi,24.94,67.1516,,,,,,
Ghulam Ali Memon Road - Karachi,24.8631,67.0532,,,,,,
Karachi Cantonment Station - Dr Daud Pota Rd - Askari 3 - Karachi,24.8437,67.041,,,,,,
DHA Suffa University - Khayaban-e-Tufail Shaheed - Karachi,24.8147,67.0796,,,,,,
Nehr-e-Khayyam Street - Karachi,24.8238,67.0272,,,,,,
Beatles Centre - Siraj Road - Jamshed Town - Karachi - Sindh,24.8699,67.0611,,,,,,
KHI Arrivals: Jinnah International Airport - Karachi,24.9003,67.1685,,,,,,
Khayaban-e-Muhafiz - DHA Phase 7 - Karachi,24.8108,67.0753,,,,,,
Askari Bank - Atrium Mall - FatiM.A Jinnah Road - Saddar - Karachi,24.8558,67.0299,,,,,,
Sharah-e-Humayun - Karachi,24.9335,67.0344,,,,,,
block-7 - Karachi,24.8288,67.0219,,,,,,
Bank Road - Karachi,24.8266,67.0261,,,,,,
Karachi X-Rays /CT scan & Ultrasound Center - Jamshed Town - Karachi - Sindh,24.8751,67.0369,,,,,,
Artistic Apparels Factory 1 - Main Korangi Industrial Road - Korangi - Karachi - Sindh,24.842,67.1395,,,,,,
NED Stop Noman Jadoon Rd - Karachi,24.9286,67.1139,,,,,,
Khayaban-e-Iqbal Road - Karachi,24.8347,67.0333,,,,,,
Service Road - Karachi,24.9223,67.0584,,,,,,
block-7 - Karachi,24.8285,67.0222,,,,,,
SZABIST - Shahrah-e-Iran Road - Clifton - Karachi,24.8203,67.0304,,,,,,
Rizwan football club park - Gulberg - Karachi - Sindh,24.9317,67.0743,,,,,,
Careem Engineering Office - Dilkusha Forum - Tariq Road - Karachi,24.8782,67.064,,,,,,
Cafe Zero Degree - Official - Khayaban-e-Seher - Defence Housing Authority - Karachi - Sindh,24.7939,67.0489,,,,,,
Chai In The Sky - Gulshan-e-Iqbal - Karachi - Sindh,24.8798,67.0647,,,,,,
C-25 Shahrah-e-Jahangir - Karachi 74700 - Karachi,24.9436,67.0469,,,,,,
Shaheed-e-Millat Expressway - Karachi,24.881,67.0632,,,,,,
Shahrah-e-Iraq - Karachi,24.8585,67.0265,,,,,,
DJ Science College - Karachi,24.853,67.0144,,,,,,
Chowk - Near Careem Engineering Office - Dilkusha Forum - Tariq Road - Karachi,24.8795,67.0649,,,,,,
Zainab Market - Abdullah Haroon Road - Saddar Town - Karachi - Sindh,24.8555,67.0285,,,,,,
Papasitos Pizza Co. - Lane 1 - Defence Housing Authority - Karachi - Sindh,24.8098,67.0711,,,,,,
Nishtar Road - Karachi,24.8777,67.0221,,,,,,
Sector 15-A/1 - Karachi,24.9537,67.0663,,,,,,
"Careem Fleet Office, Karachi - Careem Karachi Office - 11th Jami Street Commercial - Jami Commercial Area - DHA 7 - Karachi",24.8296,67.073,,,,,,
Baloch Ice Cream - Clifton - Karachi - Sindh,24.8255,67.0254,,,,,,
Muhammad Ali Bogra Road - Karachi,24.8363,67.0305,,,,,,
Doctor Daud Pota Road - Karachi,24.8573,67.0312,,,,,,
Shahrah-Sher Shah Suri Service Road North - Karachi,24.9414,67.0458,,,,,,
KU Circular Road - Karachi,24.9397,67.1137,,,,,,
Shaheed-e-Millat Expressway - Karachi,24.8791,67.0654,,,,,,
Khair-Ul-Amal Road - Khair-Ul-Amal Road - Gulberg - Karachi - Sindh,24.9439,67.0805,,,,,,
???? ????? ???? - Near Institute Of Early Childhood Education And Development,24.8652,67.0842,,,,,,
"Nabila Salon Karachi - Clifton - Karachi,Sindh - Sindh",24.8042,67.0328,,,,,,
??? - Near Choti Masjid - Delhi Colony - Karachi - Sindh,24.8323,67.0414,,,,,,
Shahrah-e-Faisal - Karachi,24.8558,67.0479,,,,,,
Bilal Masjid PHA Housing Scheme - Gulistan-e-Johar - Karachi - Sindh,24.9227,67.1444,,,,,,
Cafe Chatterbox - 'C' St - Defence Housing Authority - Karachi - Sindh,24.7908,67.065,,,,,,
Shahrah Noor Jahan - Karachi,24.9489,67.0425,,,,,,
Sultan Muhammad Shah Aga Khan School - Gulberg - Karachi - Sindh,24.9241,67.0633,,,,,,
Nishtar Road - Karachi,24.8779,67.0222,,,,,,
Shahrah-e-Jahangir - Karachi,24.9274,67.0635,,,,,,
Home,24.8469,67.0371,,,,,,
Careem Karachi Office - 11th Jami Street Commercial - Jami Commercial Area - DHA 7 - Karachi,24.8299,67.073,,,,,,
Minhaj Ghori Road - Karachi,24.913,67.0324,,,,,,
Karsaz Service Road East - Karachi,24.8867,67.0884,,,,,,
Jinnah International Airport (Arrivals) - Karachi,24.9003,67.1683,,,,,,
Cafe Naveed Pyala - Sunset Lane 5 - Defence Housing Authority - Karachi - Sindh,24.8315,67.0664,,,,,,
Habib Bank - Sharah-e-Pakistan - Federal B Area - Karachi,24.9267,67.0646,,,,,,
Osman Issa Bhai Memon Road - Karachi,24.8675,67.0733,,,,,,
KHI Arrivals: Jinnah International Airport - Karachi,24.9001,67.1684,,,,,,
Talha French Fries - Gulberg - Karachi - Sindh,24.9184,67.055,,,,,,
Mehrunnisa Hospital - Korangi - Karachi - Sindh,24.8104,67.1313,,,,,,
"Institute of Business Administration, Karachi - City Campus - Pedestrian Bridge IBA City Campus - Karachi - Sindh",24.8667,67.0254,,,,,,
Standard Charted Bank - World Trade Center - Khayaban-e-Roomi - Clifton - Karachi,24.8271,67.0292,,,,,,
Careem Engineering Office - Dilkusha Forum - Tariq Road - Karachi,24.8782,67.0639,,,,,,
National Bank of Pakistan - Fatima Jinnah Road - Muhammad Ali Housing Society - Karachi,24.8752,67.0878,,,,,,
Block 13D - Gulshan-e-Iqbal - Karachi,24.9181,67.088,,,,,,
Galaxy Skyline - Defence Housing Authority - - Sindh,24.7967,67.0416,,,,,,
Faysal Bank Head Office - Shahrah-e-Faisal - Karachi,24.857,67.042,,,,,,
T2F - Sunset Lane 5 - Defence Housing Authority - Karachi - Sindh,24.8319,67.0654,restaurants,Business,,,,
The Sauce - Defence Housing Authority - Karachi - Sindh,24.7793,67.0894,,,,,,
Shaheed Sibghatullah Shah Pagara Road - Karachi,24.9007,67.1132,,,,,,
Nishtar Road - Karachi,24.8779,67.0223,,,,,,
Techno Universal Road - Karachi,24.9252,67.0339,,,,,,
Zulfiqar Street 1 - Karachi,24.7946,67.0788,,,,,,
Kababjees Muhammad Ali Society - Ghazi Salahuddin Road - Gulshan-e-Iqbal - Karachi - Sindh,24.8752,67.0879,,,,,,
Minhaj Ghori Road - Karachi,24.9131,67.0325,,,,,,
K&N's Chicken Store - Soldier Bazaar - Jamshed Town - Karachi - Sindh,24.8757,67.0334,,,,,,
Miran Mohammed Shah Road - Karachi,24.8779,67.0886,,,,,,
Careem Engineering Office - Dilkusha Forum - Tariq Road - Karachi,24.8786,67.0644,,,,,,
Elaaj Trust - Gul Plaza - M.A. Jinnah Road - Karachi,24.8649,67.0242,,,,,,
Allama Shabbir Ahmed Usmani Road - Karachi,24.9304,67.0933,,,,,,
7Dianz Burger Point - North Karachi Township - Karachi - Sindh,24.9684,67.049,,,,,,
Gul-e-Bahar - Alamgir Road - Bahadurabad - Karachi,24.8792,67.0722,,,,,,
Aslam Shaheed Road - Karachi,24.8902,67.0583,,,,,,
BarBQ Tonight - Clifton - Karachi - Sindh,24.8161,67.0212,,,,,,
Khayaban-e-Abbasi - Karachi,24.824,67.0767,,,,,,
